ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-01-16,3768.116459880888,-598.6642789709769,3516.6963173613526,3768.116459880888,3768.116459880888,-2339.6037568232036,-2339.6037568232036,-2339.6037568232036,-2339.6037568232036,-2339.6037568232036,-2339.6037568232036,0.0,0.0,0.0,1428.5127030576846
2017-01-23,3773.6974263423467,-615.3885806125423,3568.6133826311047,3773.6974263423467,3773.6974263423467,-2270.7883126472802,-2270.7883126472802,-2270.7883126472802,-2270.7883126472802,-2270.7883126472802,-2270.7883126472802,0.0,0.0,0.0,1502.9091136950665
2017-01-30,3779.2783928038048,-117.33500288603622,4267.4369712925945,3779.2783928038048,3779.2783928038048,-1726.886392919196,-1726.886392919196,-1726.886392919196,-1726.886392919196,-1726.886392919196,-1726.886392919196,0.0,0.0,0.0,2052.3919998846086
2017-02-06,3784.8593592652633,216.49473335589806,4439.809101494207,3784.8593592652633,3784.8593592652633,-1505.6163097041533,-1505.6163097041533,-1505.6163097041533,-1505.6163097041533,-1505.6163097041533,-1505.6163097041533,0.0,0.0,0.0,2279.2430495611097
2017-02-13,3790.4403257267213,-227.12297470297472,4173.048326088666,3790.4403257267213,3790.4403257267213,-1865.1392241010656,-1865.1392241010656,-1865.1392241010656,-1865.1392241010656,-1865.1392241010656,-1865.1392241010656,0.0,0.0,0.0,1925.3011016256557
2017-02-20,3796.02129218818,-752.471714746488,3720.476730715872,3796.02129218818,3796.02129218818,-2349.79244332769,-2349.79244332769,-2349.79244332769,-2349.79244332769,-2349.79244332769,-2349.79244332769,0.0,0.0,0.0,1446.22884886049
2017-02-27,3801.602258649638,-656.1353037930522,3498.0522340036746,3801.602258649638,3801.602258649638,-2305.743479415144,-2305.743479415144,-2305.743479415144,-2305.743479415144,-2305.743479415144,-2305.743479415144,0.0,0.0,0.0,1495.8587792344938
2017-03-06,3807.183225111097,127.92759302301349,4563.02637824259,3807.183225111097,3807.183225111097,-1575.9921783531363,-1575.9921783531363,-1575.9921783531363,-1575.9921783531363,-1575.9921783531363,-1575.9921783531363,0.0,0.0,0.0,2231.1910467579605
2017-03-13,3812.7641915725553,1073.7439761968512,5379.023411064815,3812.7641915725553,3812.7641915725553,-670.9359315317754,-670.9359315317754,-670.9359315317754,-670.9359315317754,-670.9359315317754,-670.9359315317754,0.0,0.0,0.0,3141.82826004078
2017-03-20,3818.345158034014,1362.6003682997646,5819.250152069327,3818.345158034014,3818.345158034014,-240.1484840151127,-240.1484840151127,-240.1484840151127,-240.1484840151127,-240.1484840151127,-240.1484840151127,0.0,0.0,0.0,3578.196674018901
2017-03-27,3823.926124495472,1155.6367856256454,5683.1092992711965,3823.9260564820815,3823.9262535954504,-412.03566624654616,-412.03566624654616,-412.03566624654616,-412.03566624654616,-412.03566624654616,-412.03566624654616,0.0,0.0,0.0,3411.890458248926
2017-04-03,3829.5070909569304,981.1171961579404,5218.589242378026,3829.5067819605524,3829.5074198094703,-719.8423987043142,-719.8423987043142,-719.8423987043142,-719.8423987043142,-719.8423987043142,-719.8423987043142,0.0,0.0,0.0,3109.664692252616
2017-04-10,3835.0880574183884,800.8778840813735,5262.684839002236,3835.087390232087,3835.088726934402,-688.8760604690459,-688.8760604690459,-688.8760604690459,-688.8760604690459,-688.8760604690459,-688.8760604690459,0.0,0.0,0.0,3146.2119969493424
2017-04-17,3840.669023879847,1178.8182074936449,5623.654719673051,3840.667932964705,3840.6700869070437,-409.003000584866,-409.003000584866,-409.003000584866,-409.003000584866,-409.003000584866,-409.003000584866,0.0,0.0,0.0,3431.6660232949807
2017-04-24,3846.249990341306,1163.8806081429589,5605.380347435377,3846.2484087670323,3846.2515131837217,-417.48431023357597,-417.48431023357597,-417.48431023357597,-417.48431023357597,-417.48431023357597,-417.48431023357597,0.0,0.0,0.0,3428.76568010773
2017-05-01,3851.8309568027644,622.5661420948461,5043.022269095303,3851.8288289810434,3851.8330186711714,-1006.1155920277856,-1006.1155920277856,-1006.1155920277856,-1006.1155920277856,-1006.1155920277856,-1006.1155920277856,0.0,0.0,0.0,2845.7153647749788
2017-05-08,3857.4119232642224,-206.3198155905545,4130.1862194847745,3857.409165765304,3857.4146229360667,-1758.7147948871632,-1758.7147948871632,-1758.7147948871632,-1758.7147948871632,-1758.7147948871632,-1758.7147948871632,0.0,0.0,0.0,2098.697128377059
2017-05-15,3862.992889725681,-220.570148210253,4228.37548351814,3862.989525824372,3862.996340156825,-1902.584113925125,-1902.584113925125,-1902.584113925125,-1902.584113925125,-1902.584113925125,-1902.584113925125,0.0,0.0,0.0,1960.408775800556
2017-05-22,3868.573856187139,485.9116341278399,5056.817277517824,3868.5698003654707,3868.578087392359,-1137.157589519162,-1137.157589519162,-1137.157589519162,-1137.157589519162,-1137.157589519162,-1137.157589519162,0.0,0.0,0.0,2731.4162666679767
2017-05-29,3874.1548226485975,1664.0635520072433,5842.854959800219,3874.150069119859,3874.1596740876685,-27.305633531484496,-27.305633531484496,-27.305633531484496,-27.305633531484496,-27.305633531484496,-27.305633531484496,0.0,0.0,0.0,3846.849189117113
2017-06-05,3879.7357891100555,2102.2386333694976,6730.1672688228255,3879.730202340543,3879.74151028826,504.478523326094,504.478523326094,504.478523326094,504.478523326094,504.478523326094,504.478523326094,0.0,0.0,0.0,4384.214312436149
2017-06-12,3885.316755571514,1774.9389887391096,6157.411014114001,3885.3102274826038,3885.323483656779,69.67519929612274,69.67519929612274,69.67519929612274,69.67519929612274,69.67519929612274,69.67519929612274,0.0,0.0,0.0,3954.9919548676367
2017-06-19,3890.897722032972,843.627555280164,5254.006819421926,3890.8902364430587,3890.9052075097075,-843.0986660156268,-843.0986660156268,-843.0986660156268,-843.0986660156268,-843.0986660156268,-843.0986660156268,0.0,0.0,0.0,3047.7990560173453
2017-06-26,3896.478688494431,245.3050674951458,4731.015775290844,3896.470264267794,3896.486909186129,-1397.808661840656,-1397.808661840656,-1397.808661840656,-1397.808661840656,-1397.808661840656,-1397.808661840656,0.0,0.0,0.0,2498.670026653775
2017-07-03,3902.0596549558895,520.9818338264764,4717.636161796696,3902.050288296578,3902.0689560086885,-1212.5589527660218,-1212.5589527660218,-1212.5589527660218,-1212.5589527660218,-1212.5589527660218,-1212.5589527660218,0.0,0.0,0.0,2689.5007021898678
2017-07-10,3907.6406214173476,1215.2106818414222,5591.8372456026555,3907.6301049893955,3907.651191642361,-616.1981752912827,-616.1981752912827,-616.1981752912827,-616.1981752912827,-616.1981752912827,-616.1981752912827,0.0,0.0,0.0,3291.442446126065
2017-07-17,3913.221587878806,1618.0462261095981,5996.794078799568,3913.210176368574,3913.233085082101,-208.35078570836404,-208.35078570836404,-208.35078570836404,-208.35078570836404,-208.35078570836404,-208.35078570836404,0.0,0.0,0.0,3704.870802170442
2017-07-24,3918.802554340264,1400.981410657094,5747.449883200609,3918.7900314991602,3918.8151808848365,-295.27166870412015,-295.27166870412015,-295.27166870412015,-295.27166870412015,-295.27166870412015,-295.27166870412015,0.0,0.0,0.0,3623.530885636144
2017-07-31,3924.3835208017226,983.9000646325369,5325.5842361346395,3924.369809616318,3924.3970975167595,-759.4680248702876,-759.4680248702876,-759.4680248702876,-759.4680248702876,-759.4680248702876,-759.4680248702876,0.0,0.0,0.0,3164.915495931435
2017-08-07,3929.9644872631816,506.28725750302493,4781.484157637418,3929.949601042976,3929.9790906530093,-1310.634156729297,-1310.634156729297,-1310.634156729297,-1310.634156729297,-1310.634156729297,-1310.634156729297,0.0,0.0,0.0,2619.3303305338845
2017-08-14,3935.54545372464,102.821057999061,4576.099160280534,3935.5291542126574,3935.5611825005703,-1675.6900718501392,-1675.6900718501392,-1675.6900718501392,-1675.6900718501392,-1675.6900718501392,-1675.6900718501392,0.0,0.0,0.0,2259.855381874501
2017-08-21,3941.126420186098,272.92035215834073,4529.411316407369,3941.108574679467,3941.143483493618,-1552.6218772245302,-1552.6218772245302,-1552.6218772245302,-1552.6218772245302,-1552.6218772245302,-1552.6218772245302,0.0,0.0,0.0,2388.504542961568
2017-08-28,3946.7073866475566,1237.7032097122985,5508.833284908288,3946.6884025736013,3946.725196234293,-621.1013859579425,-621.1013859579425,-621.1013859579425,-621.1013859579425,-621.1013859579425,-621.1013859579425,0.0,0.0,0.0,3325.606000689614
2017-09-04,3952.2883531090147,2852.5411442017466,7229.840124612239,3952.2680009157834,3952.30741908711,1130.926284908975,1130.926284908975,1130.926284908975,1130.926284908975,1130.926284908975,1130.926284908975,0.0,0.0,0.0,5083.214638017989
2017-09-11,3957.869319570473,4861.074359199897,9261.03840356424,3957.8474317084056,3957.889133244775,3042.5871610897752,3042.5871610897752,3042.5871610897752,3042.5871610897752,3042.5871610897752,3042.5871610897752,0.0,0.0,0.0,7000.456480660248
2017-09-18,3963.4502860319312,5858.857209394417,10245.855111127294,3963.427209429287,3963.4712669296227,3959.292609054143,3959.292609054143,3959.292609054143,3959.292609054143,3959.292609054143,3959.292609054143,0.0,0.0,0.0,7922.742895086074
2017-09-25,3969.0312524933897,4961.9846040067705,9209.10982848217,3969.00654473564,3969.0533139939753,3078.2057494698265,3078.2057494698265,3078.2057494698265,3078.2057494698265,3078.2057494698265,3078.2057494698265,0.0,0.0,0.0,7047.237001963216
2017-10-02,3974.612218954848,2501.258477979377,6937.461290678757,3974.5864809568434,3974.635762361931,777.9558719486937,777.9558719486937,777.9558719486937,777.9558719486937,777.9558719486937,777.9558719486937,0.0,0.0,0.0,4752.568090903542
2017-10-09,3980.193185416307,404.3399303615523,4837.067191983269,3980.1660814308643,3980.2179315119256,-1447.9743653732608,-1447.9743653732608,-1447.9743653732608,-1447.9743653732608,-1447.9743653732608,-1447.9743653732608,0.0,0.0,0.0,2532.2188200430464
2017-10-16,3985.7741518777652,-184.35847098585657,4193.015967335868,3985.7456336728806,3985.799706031211,-2068.8600747849155,-2068.8600747849155,-2068.8600747849155,-2068.8600747849155,-2068.8600747849155,-2068.8600747849155,0.0,0.0,0.0,1916.9140770928498
2017-10-23,3991.3551183392233,1127.2862449522977,5470.32228926791,3991.3249206586224,3991.382031690066,-715.6750107672124,-715.6750107672124,-715.6750107672124,-715.6750107672124,-715.6750107672124,-715.6750107672124,0.0,0.0,0.0,3275.680107572011
2017-10-30,3996.936084800682,3394.346924798254,7857.2741058127185,3996.9042141759023,3996.964038983445,1573.866156426186,1573.866156426186,1573.866156426186,1573.866156426186,1573.866156426186,1573.866156426186,0.0,0.0,0.0,5570.802241226867
2017-11-06,4002.51705126214,5100.03993952207,9541.726321837554,4002.483272418602,4002.5464110514804,3275.407110885528,3275.407110885528,3275.407110885528,3275.407110885528,3275.407110885528,3275.407110885528,0.0,0.0,0.0,7277.924162147668
2017-11-13,4008.0980177235983,5335.817880499192,9961.149579129136,4008.0630884263524,4008.1286458464706,3613.4786915926284,3613.4786915926284,3613.4786915926284,3613.4786915926284,3613.4786915926284,3613.4786915926284,0.0,0.0,0.0,7621.576709316227
2017-11-20,4013.6789841850573,4747.980231708166,9245.051113513222,4013.6426674857175,4013.7107894850565,3033.55057699476,3033.55057699476,3033.55057699476,3033.55057699476,3033.55057699476,3033.55057699476,0.0,0.0,0.0,7047.229561179817
2017-11-27,4019.259950646516,4304.274913181049,8752.208734605407,4019.2222676600627,4019.2931769757374,2594.3851158099123,2594.3851158099123,2594.3851158099123,2594.3851158099123,2594.3851158099123,2594.3851158099123,0.0,0.0,0.0,6613.645066456428
2017-12-04,4024.840917107974,4853.512528147839,9060.743730839584,4024.8013393624083,4024.8753713318765,2928.4389980978476,2928.4389980978476,2928.4389980978476,2928.4389980978476,2928.4389980978476,2928.4389980978476,0.0,0.0,0.0,6953.279915205821
2017-12-11,4030.4218835694323,5557.812326730779,10031.534585076044,4030.3807380325848,4030.4578986958545,3703.3193418104643,3703.3193418104643,3703.3193418104643,3703.3193418104643,3703.3193418104643,3703.3193418104643,0.0,0.0,0.0,7733.741225379897
2017-12-18,4036.0028500308904,5744.800538482418,10355.462976719089,4035.9600671662415,4036.0404800080664,3976.18391276673,3976.18391276673,3976.18391276673,3976.18391276673,3976.18391276673,3976.18391276673,0.0,0.0,0.0,8012.186762797621
2017-12-25,4041.583816492349,4805.0104509439225,9270.028873909878,4041.5396329207942,4041.623299770655,3050.145855711698,3050.145855711698,3050.145855711698,3050.145855711698,3050.145855711698,3050.145855711698,0.0,0.0,0.0,7091.729672204046
2018-01-01,4047.164782953807,2959.7161488522893,7257.881061485644,4047.1191188502407,4047.2065699388945,1086.7376560648243,1086.7376560648243,1086.7376560648243,1086.7376560648243,1086.7376560648243,1086.7376560648243,0.0,0.0,0.0,5133.902439018631
2018-01-08,4052.7457494152654,850.3425340355939,5389.410358256001,4052.6984364660216,4052.7890056778533,-999.9064937467734,-999.9064937467734,-999.9064937467734,-999.9064937467734,-999.9064937467734,-999.9064937467734,0.0,0.0,0.0,3052.839255668492
2018-01-15,4058.3267158767235,-168.95488048423678,4110.110850540003,4058.2779817076007,4058.371950806232,-2243.577454899672,-2243.577454899672,-2243.577454899672,-2243.577454899672,-2243.577454899672,-2243.577454899672,0.0,0.0,0.0,1814.7492609770516
2018-01-22,4063.907682338183,-476.1610480321972,3865.813073138408,4063.856990693385,4063.9547146967047,-2342.8761434860075,-2342.8761434860075,-2342.8761434860075,-2342.8761434860075,-2342.8761434860075,-2342.8761434860075,0.0,0.0,0.0,1721.0315388521753
2018-01-29,4069.488648799641,120.22085782718129,4456.166126343109,4069.4368456400575,4069.5375607249707,-1819.505176910102,-1819.505176910102,-1819.505176910102,-1819.505176910102,-1819.505176910102,-1819.505176910102,0.0,0.0,0.0,2249.983471889539
2018-02-05,4075.0696152610994,567.2144297796839,4920.846013415585,4075.016187251776,4075.120370494041,-1499.5105850664434,-1499.5105850664434,-1499.5105850664434,-1499.5105850664434,-1499.5105850664434,-1499.5105850664434,0.0,0.0,0.0,2575.559030194656
2018-02-12,4080.6505817225575,170.1826690617141,4727.745762438781,4080.595469156856,4080.703509543539,-1771.6599900816761,-1771.6599900816761,-1771.6599900816761,-1771.6599900816761,-1771.6599900816761,-1771.6599900816761,0.0,0.0,0.0,2308.9905916408816
2018-02-19,4086.231548184016,-345.39522815073,4066.533981851575,4086.1744762570565,4086.286266129611,-2286.415321423951,-2286.415321423951,-2286.415321423951,-2286.415321423951,-2286.415321423951,-2286.415321423951,0.0,0.0,0.0,1799.816226760065
2018-02-26,4091.812514645475,-373.886616496134,4032.370546847276,4091.753267245659,4091.8691998658464,-2369.3119048285525,-2369.3119048285525,-2369.3119048285525,-2369.3119048285525,-2369.3119048285525,-2369.3119048285525,0.0,0.0,0.0,1722.5006098169224
2018-03-05,4097.393481106933,73.20038344781486,4601.4479719702495,4097.33195117509,4097.452433453865,-1740.0962459729446,-1740.0962459729446,-1740.0962459729446,-1740.0962459729446,-1740.0962459729446,-1740.0962459729446,0.0,0.0,0.0,2357.2972351339886
2018-03-12,4102.974447568391,1097.0971252700842,5381.037236037746,4102.910025604274,4103.036255750887,-812.5201257848785,-812.5201257848785,-812.5201257848785,-812.5201257848785,-812.5201257848785,-812.5201257848785,0.0,0.0,0.0,3290.4543217835126
2018-03-19,4108.55541402985,1616.0526594911344,6080.775516682984,4108.488816987495,4108.620139767756,-266.9562983163568,-266.9562983163568,-266.9562983163568,-266.9562983163568,-266.9562983163568,-266.9562983163568,0.0,0.0,0.0,3841.599115713493
2018-03-26,4114.136380491308,1493.872237730167,5957.9800748583975,4114.067768991026,4114.203947124904,-353.39750542703325,-353.39750542703325,-353.39750542703325,-353.39750542703325,-353.39750542703325,-353.39750542703325,0.0,0.0,0.0,3760.738875064275
2018-04-02,4119.717346952766,1317.4434432471594,5639.840712607146,4119.646757692888,4119.78720473436,-681.5343633767825,-681.5343633767825,-681.5343633767825,-681.5343633767825,-681.5343633767825,-681.5343633767825,0.0,0.0,0.0,3438.1829835759836
2018-04-09,4125.298313414224,1179.1057147141978,5703.528512515902,4125.224602514699,4125.369801437351,-724.0572013227664,-724.0572013227664,-724.0572013227664,-724.0572013227664,-724.0572013227664,-724.0572013227664,0.0,0.0,0.0,3401.2411120914576
2018-04-16,4130.879279875683,1532.47865295155,5818.324791253337,4130.803353519893,4130.953111048277,-454.58500344063845,-454.58500344063845,-454.58500344063845,-454.58500344063845,-454.58500344063845,-454.58500344063845,0.0,0.0,0.0,3676.2942764350446
2018-04-23,4136.460246337141,1562.4853036185748,6040.052315574386,4136.38223015663,4136.536019076116,-373.24531553703025,-373.24531553703025,-373.24531553703025,-373.24531553703025,-373.24531553703025,-373.24531553703025,0.0,0.0,0.0,3763.214930800111
2018-04-30,4142.0412127986,1221.8409734353243,5618.462941563679,4141.960284034163,4142.118930093591,-868.0248374293487,-868.0248374293487,-868.0248374293487,-868.0248374293487,-868.0248374293487,-868.0248374293487,0.0,0.0,0.0,3274.0163753692514
2018-05-07,4147.622179260058,389.21632232806223,4794.774814936921,4147.538407754785,4147.701543902884,-1648.189047233572,-1648.189047233572,-1648.189047233572,-1648.189047233572,-1648.189047233572,-1648.189047233572,0.0,0.0,0.0,2499.4331320264864
2018-05-14,4153.203145721517,37.770281247608686,4360.453290537197,4153.117791949787,4153.285039812776,-1946.4544966182293,-1946.4544966182293,-1946.4544966182293,-1946.4544966182293,-1946.4544966182293,-1946.4544966182293,0.0,0.0,0.0,2206.748649103288
2018-05-21,4158.784112182975,602.3626987053497,5212.527914646335,4158.697004405192,4158.869113477633,-1325.1661110854918,-1325.1661110854918,-1325.1661110854918,-1325.1661110854918,-1325.1661110854918,-1325.1661110854918,0.0,0.0,0.0,2833.618001097483
2018-05-28,4164.365078644433,1771.9645296426468,6119.165721715108,4164.276569397322,4164.452991444003,-207.32483731037837,-207.32483731037837,-207.32483731037837,-207.32483731037837,-207.32483731037837,-207.32483731037837,0.0,0.0,0.0,3957.040241334055
2018-06-04,4169.946045105891,2552.584998269105,6792.809515765167,4169.855944005728,4170.035865784156,481.3206101480486,481.3206101480486,481.3206101480486,481.3206101480486,481.3206101480486,481.3206101480486,0.0,0.0,0.0,4651.2666552539395
2018-06-11,4175.527011567351,2213.563116877214,6432.431837835564,4175.434671776758,4175.618647254018,205.92175803339632,205.92175803339632,205.92175803339632,205.92175803339632,205.92175803339632,205.92175803339632,0.0,0.0,0.0,4381.448769600747
2018-06-18,4181.107978028809,1288.7479125155007,5775.800199898,4181.0133716827595,4181.201402899886,-684.3354188649005,-684.3354188649005,-684.3354188649005,-684.3354188649005,-684.3354188649005,-684.3354188649005,0.0,0.0,0.0,3496.7725591639087
2018-06-25,4186.688944490267,543.6175267988172,4946.5510804364885,4186.591779486142,4186.784187140418,-1352.1171851491658,-1352.1171851491658,-1352.1171851491658,-1352.1171851491658,-1352.1171851491658,-1352.1171851491658,0.0,0.0,0.0,2834.5717593411014
2018-07-02,4192.269910951725,877.3671445905868,5188.975202746287,4192.169843287408,4192.366872191215,-1292.6086036216059,-1292.6086036216059,-1292.6086036216059,-1292.6086036216059,-1292.6086036216059,-1292.6086036216059,0.0,0.0,0.0,2899.6613073301196
2018-07-09,4197.850877413183,1386.1622481246238,5512.214800393309,4197.747895432865,4197.949275599232,-724.744464792515,-724.744464792515,-724.744464792515,-724.744464792515,-724.744464792515,-724.744464792515,0.0,0.0,0.0,3473.1064126206684
2018-07-16,4203.431843874642,1742.852735472588,6214.10694535254,4203.326403738684,4203.5323151956,-247.41466617119227,-247.41466617119227,-247.41466617119227,-247.41466617119227,-247.41466617119227,-247.41466617119227,0.0,0.0,0.0,3956.01717770345
2018-07-23,4209.0128103361,1797.1031653794073,6156.845085583251,4208.904923340885,4209.115564360452,-244.60364737401946,-244.60364737401946,-244.60364737401946,-244.60364737401946,-244.60364737401946,-244.60364737401946,0.0,0.0,0.0,3964.4091629620807
2018-07-30,4214.593776797558,1452.6715390108511,5580.999653030848,4214.483462458707,4214.6989078105225,-661.7226222024069,-661.7226222024069,-661.7226222024069,-661.7226222024069,-661.7226222024069,-661.7226222024069,0.0,0.0,0.0,3552.8711545951514
